HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
0.86799765,1.938523,0.8204155,1.0958744,0.39100254,1.5186284,1.6916562
0.7229029,1.3853574,0.5704121,0.94310516,0.85885423,1.4695759,1.7866408
0.308501,0.7340026,0.3375124,0.42670184,0.052920107,1.1325383,2.0162241
0.44323182,1.189951,0.434061,0.71341324,-0.15539333,1.1800083,2.3250363
0.26704526,0.8317058,0.30346453,0.40787464,-0.28516233,1.1800083,2.5387518
0.22558965,0.76657027,0.30921912,0.42670184,-0.3372408,2.0961814,2.6733506
0.24631746,0.6362992,0.29771,0.48425928,0.00084164686,1.1800083,2.4832692
0.43286797,1.0271121,0.4227118,0.694586,0.20915529,1.1325383,2.1824472
0.5261432,1.0596801,0.46810883,0.63702863,0.41661483,1.3730534,2.1508234
0.3810484,0.96197677,0.3488616,0.6176635,0.23476757,1.3255833,2.0874624
0.5365071,0.99454445,0.4398156,0.5988363,0.6505407,1.3730534,2.0478485
0.43286797,0.57116383,0.38866395,0.25456744,0.52077174,1.4221059,2.127077
0.44323182,0.86427355,0.42846632,0.42670184,0.15707682,1.3730534,2.0162241
0.6503554,1.5802778,0.67271525,1.286836,0.0785324,1.1800083,1.8974937
0.6503554,1.2876543,0.67271525,1.1722591,-0.02477064,1.1325383,1.8420111
0.422504,1.2876543,0.53060967,0.98129755,-0.41493154,0.84297067,1.8025092
0.54687095,1.5151424,0.64426225,0.9619324,-0.51908827,0.9394932,1.644164
0.4017762,1.189951,0.49096724,1.0383171,-0.4670098,1.0834858,1.5808034
0.5054154,0.96197677,0.5704121,0.9619324,-0.5711665,1.0360157,1.620418
0.77472246,1.5151424,0.75791466,1.0194898,-0.076848894,1.2765309,1.6361736
0.91981727,1.6128458,0.8090664,1.1722591,0.41661483,1.3255833,1.6520419
0.422504,0.96197677,0.40576783,0.65585583,0.26123354,1.3255833,1.5966718
0.36032045,1.189951,0.3261631,0.7897979,0.26123354,1.5660987,1.7074119
0.308501,0.929409,0.3546162,0.9619324,0.026454138,1.3255833,1.7787629
0.6296276,1.2876543,0.53060967,0.7327784,0.3389243,1.4695759,1.7945186
0.6399915,1.0271121,0.53636426,0.71341324,0.8067757,1.6151508,1.7945186
0.43286797,0.96197677,0.42846632,0.54127884,0.15707682,1.3730534,1.8420111
0.39141223,0.6362992,0.3488616,0.5030865,0.052920107,1.2765309,1.8182648
0.8161781,1.4174391,0.33191764,0.3885095,2.315341,2.2417562,2.024102
0.39141223,1.0271121,0.30346453,0.5030865,0.026454138,1.3255833,2.2536855
0.27740923,0.70143473,0.30921912,0.25456744,-0.05123661,1.2765309,2.214184
0.41214004,0.96197677,0.40001324,0.694586,0.20915529,1.3255833,2.2061932
0.4743236,0.86427355,0.38866395,0.5030865,0.49515924,1.3730534,2.127077
0.39141223,0.7340026,0.28636074,0.33095208,0.52077174,1.3730534,2.1191993
0.6503554,0.96197677,0.47386336,0.40787464,1.09278,1.6626211,2.0320928
0.78508633,1.0922478,0.5704121,0.71341324,1.1192461,1.5186284,1.960854
0.99236465,1.5802778,0.7977171,0.77097076,0.6770067,1.4221059,1.8578792
1.6244087,3.2733145,1.2350634,1.8220665,2.4194977,3.5424376,1.7787629
1.075276,1.8733877,1.05891,1.3632207,0.23476757,1.5186284,1.8262552
1.064912,1.9710909,1.1214108,1.6692972,0.052920107,1.3255833,1.7550168
1.0441842,2.0362263,1.1271654,1.6881245,-0.15539333,1.2765309,1.6520419
0.98200065,2.1339297,1.0021636,1.286836,-0.23308408,1.3730534,1.5729256
0.99236465,2.0362263,1.05891,1.4396055,-0.12892736,1.9031363,1.5808034
1.0234565,1.6128458,0.98505986,1.1910863,0.28684583,1.5186284,1.5966718
1.075276,1.7431166,0.9908143,1.2104515,0.26123354,1.4695759,1.5253208
0.22558965,0.24548623,0.27501145,0.13999042,-0.20747179,1.1325383,1.5649353
0.5883267,0.6362992,0.57616657,0.15935555,0.13061085,1.5186284,1.5808034
0.32922882,0.70143473,0.2125106,0.48425928,0.26123354,1.3255833,1.7154025
0.49505138,1.0271121,0.30346453,0.23574018,0.41661483,1.5660987,1.6916562
0.44323182,0.66886705,0.30921912,0.29275975,0.75469744,1.4695759,1.7550168
0.32922882,0.7340026,0.19556664,0.025413437,0.20915529,1.4221059,1.8816254
0.4017762,0.799138,0.30921912,0.23574018,0.052920107,1.1800083,1.8025092
0.308501,0.929409,0.3432669,0.40787464,0.052920107,1.1800083,1.9053715
0.29813704,0.8317058,0.26941678,0.36914438,0.0785324,1.2765309,1.9766101
0.67108333,0.99454445,0.28076604,0.3885095,2.2367966,2.192704,2.0399706
0.48468757,0.8317058,0.31481382,0.21637505,0.75469744,1.7100911,1.9528637
0.3810484,0.6362992,0.25231296,0.21637505,0.5993162,1.9521885,1.9291178
0.27740923,0.5060283,0.20691584,0.15935555,0.36453658,1.3255833,1.8737476
0.56759876,0.66886705,0.4398156,0.54127884,0.91093266,1.3730534,1.8182648
0.9094533,1.2876543,0.77485865,1.0194898,0.78116345,1.0360157,1.8182648
0.7436307,1.8082523,0.6783099,1.4777977,0.443081,1.2290608,1.7154025
0.87836164,1.5802778,0.7862079,0.88554764,0.26123354,1.1800083,1.7154025
1.1787604,2.0036585,0.8090664,1.0383171,2.1334934,1.9031363,1.6599197
1.220216,1.938523,0.93390816,1.268009,1.8987142,1.9521885,1.644164
1.1580325,2.068794,0.7919625,1.3062012,1.6647884,1.7591436,1.699534
1.0441842,1.84082,0.6102144,1.1722591,1.6647884,1.8556662,1.620418
1.0027286,1.4825747,0.6271584,0.88554764,1.6912545,1.8066137,1.5570575
0.98200065,1.0922478,0.64426225,0.71341324,1.9507926,1.9521885,1.5649353
1.1270956,1.7105489,0.6954138,0.5988363,2.4194977,2.0487113,1.4699508
0.87836164,1.189951,0.48521265,0.3503172,2.2111843,2.192704,1.4383267
0.49505138,1.189951,0.4227118,0.75160563,0.18268912,1.5186284,1.5015748
0.33959267,1.0596801,0.3488616,0.54127884,0.15707682,1.4221059,1.6757879
0.4017762,0.8968412,0.3488616,0.48425928,0.3389243,1.5660987,1.6599197
0.6503554,0.929409,0.46810883,0.54127884,0.98862344,1.4695759,1.6124275
0.1426783,0.57116383,0.144415,0.17818274,0.00084164686,1.1325383,1.6599197
0.15304227,0.47346053,0.13306573,0.12116323,-0.23308408,0.98854566,1.620418
0.10137729,0.14778301,0.08191416,-0.0509712,-0.05123661,1.1325383,1.683666
0.17377007,0.6037315,0.23536892,0.29275975,-0.38931906,0.98854566,1.8341333
0.059921697,0.21291853,0.15016952,0.044240654,-0.44139755,0.84297067,1.8500013
0.23595348,0.31062177,0.2580675,0.17818274,0.20915529,0.98854566,1.7945186
0.27740923,0.538596,0.27501145,0.33095208,0.15707682,1.1325383,1.7154025
0.13231432,0.3757573,0.17846276,0.15935555,-0.23308408,0.7955004,1.7391486
0.37068444,0.47346053,0.3488616,0.25456744,0.15707682,0.7955004,1.6599197
0.31886485,-0.015055766,0.27501145,-0.10852868,0.26123354,0.7955004,1.6520419
0.36032045,0.47346053,0.37156016,0.27393258,-0.10331507,0.7955004,1.517443
0.36032045,0.70143473,0.40576783,0.5794712,-0.25955003,0.7464481,1.620418
0.91981727,1.5802778,0.68965924,1.0194898,1.61271,1.5660987,1.5570575
0.91981727,1.3527898,0.6102144,0.5988363,1.3531716,1.3730534,1.6282958
0.69181114,0.96197677,0.38290945,0.5224516,1.3787842,1.3730534,1.5570575
0.67108333,0.8968412,0.46251407,0.42670184,1.2746276,1.4695759,1.6361736
0.67108333,1.0271121,0.46251407,0.42670184,1.1713244,1.7591436,1.6124275
0.8265421,1.1248156,0.5079112,0.42670184,1.3531716,1.3730534,1.5966718
0.950909,0.96197677,0.553468,0.694586,1.9507926,1.5186284,1.699534
0.8265421,0.99454445,0.55906284,0.65585583,1.8987142,1.7100911,1.699534
0.36032045,0.8317058,0.41136253,0.40787464,-0.076848894,0.98854566,1.6282958
0.3810484,0.86427355,0.31481382,0.46489415,-0.18100561,0.89202315,1.8182648
0.33959267,0.6037315,0.3375124,0.54127884,-0.493476,1.0834858,1.8578792
0.5157792,0.7340026,0.39441857,0.42670184,0.443081,0.89202315,1.9687322
0.111586526,0.34318948,0.13306573,-0.12735587,-0.25955003,0.64992553,2.0558388
0.19449788,0.3757573,0.17846276,-0.03214401,-0.3372408,0.6024553,2.1587012
0.21522568,0.44089273,0.2580675,0.101798095,-0.3372408,0.7464481,2.2536855
0.24631746,0.538596,0.26941678,0.12116323,-0.25955003,0.55340284,2.2536855
0.09101347,0.34318948,0.16711356,0.23574018,-0.38931906,0.6989778,2.2616758
0.20486185,0.3757573,0.20116132,0.23574018,0.026454138,0.6989778,2.2695537
0.13231432,0.115215294,0.144415,-0.03214401,-0.076848894,0.55340284,2.0953407
0.028829921,-0.015055766,0.08766868,-0.14672099,-0.3372408,0.50593275,1.9053715
0.23595348,-0.08019124,0.24096368,-0.10852868,-0.076848894,0.26541764,2.111209
0.23595348,-0.047623474,0.2467182,-0.10852868,-0.02477064,0.26541764,2.0162241
0.111586526,0.44089273,0.2580675,0.21637505,-0.4670098,0.21636516,2.000356
0.5054154,0.70143473,0.6954138,0.80916303,-0.72740173,0.119842626,2.0637167
0.59869057,0.70143473,0.7862079,0.80916303,-0.8571707,0.023320097,2.111209
0.59869057,0.99454445,0.7862079,1.0194898,-1.0654842,-0.21719514,2.134955
0.69181114,1.189951,0.9056149,1.4396055,-0.9869398,-0.024150059,2.1191993
0.66071934,0.96197677,0.8771619,1.1528939,-1.0134058,0.023320097,2.0953407
0.6296276,0.8317058,0.77485865,0.88554764,-1.0134058,0.023320097,2.0558388
0.5365071,0.6037315,0.6783099,0.8661825,-0.753014,0.119842626,2.0953407
0.5365071,0.8317058,0.632913,0.560644,-0.36285308,0.36194018,2.1587012
0.27740923,0.08264747,0.3546162,0.31212488,-0.83155847,-0.1206726,2.0795846
0.1634061,0.47346053,0.3205684,0.42670184,-0.51908827,0.40941024,2.1904376
0.19449788,0.14778301,0.28636074,0.3885095,-0.493476,0.26541764,2.3882844
0.3810484,0.27805394,0.3659655,0.33095208,-0.10331507,0.6024553,2.4357767
0.49505138,0.44089273,0.4227118,0.5224516,0.31245813,0.50593275,2.4041529
0.26704526,-0.11275901,0.2125106,0.08243296,-0.076848894,0.55340284,2.4041529
0.32922882,0.115215294,0.25231296,-0.16608611,-0.10331507,0.45846272,2.420021
0.28777307,-0.047623474,0.28636074,0.08243296,-0.10331507,0.64992553,2.6653602
0.24631746,0.34318948,0.3432669,0.044240654,-0.31162852,0.7955004,2.7999592
0.17377007,-0.08019124,0.2296144,-0.1849133,-0.23308408,0.50593275,2.8554418
0.308501,0.27805394,0.27501145,0.17818274,0.0785324,0.55340284,2.902934
0.22558965,0.017511941,0.20691584,-0.10852868,0.104998566,0.45846272,2.6021123
0.1426783,-0.11275901,0.13306573,-0.1849133,0.0785324,0.40941024,2.5466297
0.49505138,0.017511941,0.39441857,-0.14672099,0.6505407,0.45846272,2.396275
0.5157792,0.017511941,0.41711703,-0.10852868,0.6505407,0.40941024,2.4120307
0.79545027,0.31062177,0.8204155,0.48425928,0.23476757,0.168895,2.396275
1.2927632,1.7431166,1.348556,1.4396055,-0.12892736,0.3128877,2.420021
1.7797127,2.0036585,1.4452646,1.7263168,1.7433327,1.1325383,2.451645
1.4171304,1.84082,1.2010156,1.4014131,1.61271,1.0360157,2.4753914
1.5414972,1.8733877,1.286215,1.4971628,1.482941,1.0834858,2.4595232
1.344583,1.7756846,1.0702593,1.1528939,1.2746276,1.0834858,2.586244
1.6036807,2.4270394,1.4054623,1.6692972,1.2746276,1.1325383,2.586244
1.6244087,2.3944716,1.394113,1.7650471,1.4308624,1.1325383,2.5783663
1.323855,1.320222,0.93390816,1.0194898,1.7689452,1.1800083,2.5071275
0.89908946,0.96197677,0.541959,0.3503172,1.92518,1.6151508,2.6812284
0.41214004,0.6362992,0.36021087,0.27393258,-0.15539333,1.0360157,2.6258583
0.1841339,0.5060283,0.33191764,0.3503172,-0.80509245,0.50593275,2.5071275
0.4017762,0.57116383,0.30921912,0.19754787,0.104998566,0.7955004,2.5071275
0.1426783,-0.047623474,0.29211524,0.025413437,-0.70093554,0.40941024,1.699534
0.17377007,0.017511941,0.16711356,-0.20427844,-0.28516233,0.3128877,2.0399706
0.28777307,-0.24254389,0.21826512,-0.20427844,-0.10331507,0.45846272,2.4120307
0.17377007,-0.015055766,0.21826512,0.006048305,-0.51908827,0.3128877,2.3725288
0.25668144,0.017511941,0.2467182,0.101798095,-0.05123661,0.50593275,2.594122
0.10137729,0.08264747,0.16711356,0.063605785,-0.31162852,0.45846272,2.7920814
0.20486185,0.08264747,0.20691584,-0.012778881,0.026454138,0.7464481,2.6496046
0.1841339,0.017511941,0.16711356,-0.10852868,0.104998566,0.50593275,2.2536855
0.21522568,0.115215294,0.18981205,-0.10852868,0.39100254,0.50593275,2.1429453
0.55723494,0.24548623,0.40001324,0.025413437,0.96301097,0.6024553,2.0399706
0.67108333,0.6362992,0.6271584,0.7327784,0.8067757,0.6024553,2.0715945
0.7539945,0.8317058,0.7919625,0.42670184,0.23476757,0.26541764,2.2061932
0.91981727,1.2225189,1.0077583,1.0958744,0.104998566,0.40941024,2.3250363
1.075276,1.5802778,1.0419661,1.1147016,-0.10331507,0.36194018,2.2299397
0.89908946,1.189951,0.9908143,1.1722591,-0.44139755,0.119842626,2.024102
0.71253896,0.86427355,0.77485865,0.71341324,-0.44139755,0.21636516,2.1587012
0.71253896,1.2550865,0.95676666,1.1722591,-0.623245,0.168895,2.2458076
0.6090545,0.76657027,0.66696066,0.48425928,-0.753014,0.119842626,2.3566606
0.66071934,0.6037315,0.7352161,0.63702863,-0.753014,0.119842626,2.2220619
0.59869057,0.76657027,0.78061324,0.7897979,-0.38931906,0.21636516,2.3170462
0.17377007,0.27805394,0.18981205,0.17818274,-0.5711665,0.40941024,2.1508234
0.049557798,0.47346053,0.20691584,0.42670184,-0.51908827,0.7464481,2.3804066
0.10137729,0.14778301,0.18981205,0.25456744,-0.51908827,0.55340284,2.3407924
0.26704526,0.115215294,0.29211524,0.19754787,-0.15539333,0.6989778,2.4595232
0.37068444,0.5060283,0.3488616,-0.012778881,0.15707682,0.45846272,2.5466297
0.09101347,-0.015055766,0.1615188,-0.22310564,-0.3372408,0.36194018,2.2379298
0.10137729,0.08264747,0.2125106,0.025413437,-0.28516233,0.26541764,2.1508234
0.039193824,0.050079767,0.115961924,-0.012778881,-0.44139755,0.36194018,2.0795846
0.70217496,1.2550865,0.85446334,0.94310516,-0.623245,0.168895,2.2458076
0.028829921,-0.27511168,0.09901796,-0.070336334,-0.44139755,0.7464481,2.4753914
